recency,frequency,monetary_value,r_score,f_score,m_score,rfm_class,total_score,customer_title,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_class,address,postcode,state,country,property_valuation,customer_segment
29.0,7,2365.36,2,3,2,232,7,bronze,Male,77,1993-07-27,Financial Services,Mass Customer,1,3.0,28.850719933653856,30,559 Blackbird Street,4580,QLD,Australia,2,Average
5.0,7,2357.35,1,3,2,132,6,silver,Female,19,1960-03-16,Health,Affluent Customer,1,19.0,62.214854720815815,60,6466 Troy Street,2763,NSW,Australia,8,Recent
34.0,5,2168.7999999999997,2,2,2,222,6,bronze,Male,88,1974-01-31,Manufacturing,High Net Worth,1,7.0,48.33640410239107,50,7135 Ruskin Avenue,2563,NSW,Australia,11,Recent
315.0,3,560.4800000000001,4,4,4,444,12,basic,Male,68,1978-01-22,Manufacturing,High Net Worth,1,12.0,44.36096312824376,40,5 Loftsgordon Avenue,2068,NSW,Australia,12,Lost
13.0,5,2714.3,1,2,2,122,5,silver,Female,55,1972-09-07,Health,High Net Worth,0,4.0,49.7354745829622,50,33 Del Mar Junction,2264,NSW,Australia,8,Becoming Loyal
15.0,9,4413.06,1,1,1,111,3,gold,Female,99,1995-08-10,Health,Affluent Customer,1,19.0,26.813717120454406,30,06069 Hayes Road,2099,NSW,Australia,8,Platinum
54.0,6,2872.41,3,3,3,333,9,basic,Female,49,1990-05-25,Manufacturing,Mass Customer,1,8.0,32.02395415475354,30,828 Waubesa Pass,2234,NSW,Australia,10,Evasive
50.0,6,2970.6000000000004,3,3,3,333,9,basic,Female,6,1974-02-19,Health,Affluent Customer,0,7.0,48.284383869258285,50,1 Bobwhite Circle,2230,NSW,Australia,9,Evasive
68.0,6,2390.8900000000003,3,3,2,332,8,basic,Female,89,1998-11-19,Retail,Affluent Customer,1,1.0,23.536442433089164,20,3 Memorial Junction,2126,NSW,Australia,11,High Risk
12.0,5,3692.8599999999997,1,2,3,123,6,silver,Male,67,1995-02-11,Financial Services,Affluent Customer,1,6.0,27.306540381712338,30,644 Mcbride Street,2086,NSW,Australia,11,Recent
35.0,7,2335.54,2,3,2,232,7,bronze,Male,80,1963-01-30,Financial Services,Affluent Customer,0,12.0,59.34005236347788,60,23700 Dennis Way,2075,NSW,Australia,11,Average
52.0,8,4781.23,3,1,1,311,5,basic,Female,48,1953-09-13,Entertainment,High Net Worth,0,17.0,68.72012176942052,70,5795 Comanche Circle,4825,QLD,Australia,2,Becoming Loyal
43.0,7,4959.639999999999,2,3,1,231,6,bronze,Female,50,1971-05-06,Property,Affluent Customer,1,14.0,51.07704901638657,50,31 Scofield Trail,3020,VIC,Australia,8,Recent
13.0,5,3955.17,1,2,3,123,6,silver,Male,79,1982-07-03,IT,Affluent Customer,0,7.0,39.917340055901406,40,5468 Moose Lane,2445,NSW,Australia,7,Recent
29.0,6,3558.4100000000003,2,3,3,233,8,bronze,Female,69,2000-07-14,IT,Mass Customer,1,2.0,21.885484507875095,20,53358 David Circle,4306,QLD,Australia,3,High Risk
146.0,4,3447.44,4,4,3,443,11,basic,Female,62,1987-09-18,Property,Mass Customer,1,7.0,34.70710302160227,30,9 Melvin Drive,2144,NSW,Australia,7,Inactive
40.0,7,3648.33,2,3,3,233,8,bronze,Female,25,1976-12-10,Retail,Affluent Customer,1,18.0,45.47802918709507,50,2228 Steensland Terrace,2148,NSW,Australia,8,High Risk
1.0,9,4156.31,1,1,1,111,3,gold,Male,10,1992-03-10,Manufacturing,Mass Customer,0,7.0,30.230625065176064,30,2 Thierer Place,4053,QLD,Australia,8,Platinum
239.0,4,4622.34,4,4,1,441,9,basic,Male,3,1961-01-09,Property,High Net Worth,0,15.0,61.39622052572625,60,23 Huxley Road,3064,VIC,Australia,7,Evasive
5.0,2,978.76,1,4,4,144,9,silver,Male,98,1983-09-09,Property,Mass Customer,1,9.0,38.73182632187539,40,63 Golf Crossing,2217,NSW,Australia,8,Evasive
11.0,7,4458.72,1,3,1,131,5,silver,Male,36,1971-08-31,Health,High Net Worth,0,10.0,50.75671389656891,50,1 Sloan Avenue,2176,NSW,Australia,10,Becoming Loyal
89.0,6,2438.26,4,3,2,432,9,basic,Female,87,1974-01-10,Manufacturing,Mass Customer,0,8.0,48.39390014953783,50,056 Pierstorff Alley,2040,NSW,Australia,11,Evasive
127.0,4,1520.8599999999997,4,4,4,444,12,basic,Male,40,1979-06-01,Health,Mass Customer,0,19.0,43.00569915978445,40,177 Anniversary Parkway,2428,NSW,Australia,7,Lost
98.0,4,2941.07,4,4,3,443,11,basic,Male,19,1989-01-04,IT,Mass Customer,0,6.0,33.409335100289724,30,6950 Morrow Street,2326,NSW,Australia,3,Inactive
13.0,4,3207.1700000000005,1,4,3,143,8,silver,Female,9,1959-11-26,Financial Services,Mass Customer,1,5.0,62.51876239859154,60,8492 Autumn Leaf Center,3214,VIC,Australia,2,High Risk
199.0,5,2422.46,4,2,2,422,8,basic,Female,38,1978-03-26,IT,High Net Worth,1,7.0,44.18847498680348,40,91749 Portage Park,2528,NSW,Australia,8,High Risk
96.0,2,1364.0500000000002,4,4,4,444,12,basic,Male,25,1969-09-05,Retail,Affluent Customer,1,12.0,52.74169647663558,50,45 Waubesa Lane,4213,QLD,Australia,9,Lost
80.0,6,3799.8600000000006,3,3,3,333,9,basic,Male,52,1957-10-27,Financial Services,Mass Customer,0,17.0,64.5995717239028,60,51739 Sundown Hill,2009,NSW,Australia,9,Evasive
11.0,3,2006.1800000000003,1,4,2,142,7,silver,Male,65,1968-08-14,Health,Mass Customer,0,17.0,53.80126648834013,50,95 Butterfield Circle,3352,VIC,Australia,4,Average
5.0,5,3977.45,1,2,3,123,6,silver,Female,84,1998-08-02,Health,Mass Customer,1,1.0,23.83487429685091,20,236 Fremont Alley,2156,NSW,Australia,12,Recent
55.0,9,5224.69,3,1,1,311,5,basic,Female,15,1984-07-03,Financial Services,High Net Worth,0,15.0,37.91593003379281,40,46031 Hudson Place,2075,NSW,Australia,11,Becoming Loyal
279.0,1,1215.34,4,4,4,444,12,basic,Female,45,1975-04-13,Financial Services,Affluent Customer,1,21.0,47.139938740337094,50,50532 Hoard Center,4209,QLD,Australia,7,Lost
57.0,7,5517.210000000001,3,3,1,331,7,basic,Female,22,1960-04-13,Financial Services,High Net Worth,0,13.0,62.13819332462014,60,56 Sommers Point,2204,NSW,Australia,8,Average
65.0,6,4162.97,3,3,1,331,7,basic,Male,21,1962-02-12,Manufacturing,High Net Worth,0,5.0,60.30379562993784,60,0 Red Cloud Place,2217,NSW,Australia,8,Average
51.0,6,6140.659999999999,3,3,1,331,7,basic,Female,8,1959-06-15,Manufacturing,Affluent Customer,0,20.0,62.96777914773765,60,51960 Gulseth Point,2009,NSW,Australia,12,Average
58.0,9,3009.8900000000003,3,1,3,313,7,basic,Male,5,1955-11-30,Retail,Mass Customer,1,8.0,66.5078929077738,70,144 Parkside Parkway,4655,QLD,Australia,3,Average
5.0,6,4941.179999999999,1,3,1,131,5,silver,Male,7,1978-05-28,Financial Services,Affluent Customer,1,11.0,44.0159868453632,40,896 Helena Parkway,4551,QLD,Australia,7,Becoming Loyal
1.0,4,3000.7,1,4,3,143,8,silver,Male,12,1995-08-21,Manufacturing,Mass Customer,1,22.0,26.783600143377534,30,89 Anhalt Park,2106,NSW,Australia,11,High Risk
0.0,9,5563.629999999999,1,1,1,111,3,gold,Male,46,1980-09-14,Retail,High Net Worth,0,7.0,41.71614495949286,40,1786 Orin Street,2327,NSW,Australia,3,Platinum
54.0,2,1028.46,3,4,4,344,11,basic,Female,65,1986-03-04,Property,High Net Worth,0,22.0,36.2485446665368,40,7 Green Ridge Way,2763,NSW,Australia,8,Inactive
16.0,6,5006.9800000000005,1,3,1,131,5,silver,Female,99,1959-10-04,Manufacturing,Affluent Customer,1,15.0,62.66387146996193,60,2807 Northwestern Pass,3182,VIC,Australia,8,Becoming Loyal
120.0,7,3634.98,4,3,3,433,10,basic,Female,99,1978-02-04,Argiculture,High Net Worth,0,7.0,44.325370337152904,40,9362 Grim Plaza,4702,QLD,Australia,1,Losing
5.0,11,5875.139999999999,1,1,1,111,3,gold,Female,17,1959-01-23,Financial Services,Mass Customer,0,17.0,63.35929984973701,60,74164 Village Green Parkway,3037,VIC,Australia,9,Platinum
132.0,6,3867.74,4,3,3,433,10,basic,Female,71,1983-01-24,Manufacturing,High Net Worth,0,4.0,39.35606911946876,40,623 Melody Avenue,4500,QLD,Australia,4,Losing
42.0,5,3465.41,2,2,3,223,7,bronze,Male,67,1976-08-19,Retail,Mass Customer,0,18.0,45.78741267888477,50,9 Roth Park,4104,QLD,Australia,7,Average
9.0,5,1823.0,1,2,2,122,5,silver,Male,55,1963-06-17,Health,Affluent Customer,0,16.0,58.96222119651347,60,18 Buhler Court,3186,VIC,Australia,12,Becoming Loyal
106.0,5,3327.04,4,2,3,423,9,basic,Male,99,1969-05-19,Health,Mass Customer,1,18.0,53.040128340397324,50,4 Sachtjen Drive,4701,QLD,Australia,3,Evasive
215.0,4,2071.89,4,4,2,442,10,basic,Male,66,1978-03-13,Retail,Mass Customer,1,12.0,44.224067777894334,40,130 Hayes Crossing,2170,NSW,Australia,9,Losing
90.0,5,2259.2900000000004,4,2,2,422,8,basic,Male,91,1969-12-21,Health,High Net Worth,1,12.0,52.44874042688781,50,9 Logan Court,2570,NSW,Australia,9,High Risk
30.0,8,3743.7999999999997,2,1,3,213,6,bronze,Male,81,1979-05-05,Health,Mass Customer,0,17.0,43.079622648973135,40,8 Superior Hill,2153,NSW,Australia,10,Recent
8.0,13,4136.84,1,1,1,111,3,gold,Female,30,1960-04-20,Financial Services,Mass Customer,1,9.0,62.119027975571214,60,692 Leroy Parkway,3043,VIC,Australia,9,Platinum
18.0,8,2487.67,1,1,2,112,4,silver,Female,87,1974-01-30,Manufacturing,High Net Worth,1,10.0,48.33914200939806,50,9499 Alpine Drive,3175,VIC,Australia,8,Very Loyal
4.0,4,2302.5400000000004,1,4,2,142,7,silver,Female,95,1973-04-23,Manufacturing,Mass Customer,0,8.0,49.111231785368815,50,61 Upham Parkway,4558,QLD,Australia,4,Average
19.0,8,5576.17,2,1,1,211,4,bronze,Female,73,1969-06-03,Manufacturing,Mass Customer,1,5.0,52.9990597352925,50,63832 Maple Wood Court,3172,VIC,Australia,9,Very Loyal
227.0,3,2429.72,4,4,2,442,10,basic,Female,67,1992-02-26,Financial Services,Mass Customer,1,7.0,30.266217856266916,30,27 Rockefeller Plaza,4556,QLD,Australia,8,Losing
65.0,6,2175.54,3,3,2,332,8,basic,Female,15,1989-08-30,Manufacturing,Mass Customer,0,3.0,32.75771323262646,30,95483 Washington Junction,2505,NSW,Australia,9,High Risk
11.0,5,2531.96,1,2,2,122,5,silver,Female,69,1972-06-21,Financial Services,Mass Customer,0,13.0,49.9490313295073,50,2444 Aberg Hill,2067,NSW,Australia,12,Becoming Loyal
1.0,7,2903.17,1,3,3,133,7,silver,Female,38,1979-12-07,Health,Affluent Customer,1,19.0,42.48823473546362,40,73637 Nancy Street,2469,NSW,Australia,1,Average
119.0,2,453.47999999999996,4,4,4,444,12,basic,Female,6,1986-10-03,IT,Mass Customer,1,17.0,35.66537047404825,40,891 Mendota Junction,4127,QLD,Australia,2,Lost
27.0,3,2196.3500000000004,2,4,2,242,8,bronze,Female,83,1956-05-03,Health,Mass Customer,0,11.0,66.08351732169058,70,73 Muir Trail,3196,VIC,Australia,7,High Risk
98.0,3,949.5799999999999,4,4,4,444,12,basic,Male,68,1997-01-03,Financial Services,High Net Worth,0,1.0,25.41190873287629,30,1 Raven Circle,2450,NSW,Australia,7,Lost
55.0,5,1624.1100000000001,3,2,4,324,9,basic,Male,76,1969-06-08,IT,Mass Customer,1,15.0,52.985370200257556,50,6563 Susan Pass,3024,VIC,Australia,7,Evasive
9.0,7,3125.4400000000005,1,3,3,133,7,silver,Male,2,1969-10-09,Financial Services,Mass Customer,1,14.0,52.64860763839797,50,59 Prentice Lane,4551,QLD,Australia,7,Average
147.0,2,119.32000000000002,4,4,4,444,12,basic,Male,93,1958-01-07,Financial Services,High Net Worth,0,15.0,64.40244241939963,60,65880 Cascade Drive,2164,NSW,Australia,9,Lost
163.0,2,289.37,4,4,4,444,12,basic,Male,63,1964-12-05,Financial Services,Mass Customer,1,17.0,57.49196513376064,60,6632 Truax Hill,2230,NSW,Australia,9,Lost
211.0,3,2764.6099999999997,4,4,2,442,10,basic,Female,27,1980-06-22,Argiculture,Mass Customer,0,9.0,41.94612914807989,40,68882 Commercial Crossing,2320,NSW,Australia,3,Losing
16.0,5,3651.03,1,2,3,123,6,silver,Male,14,1977-12-22,Manufacturing,High Net Worth,0,18.0,44.4458382454604,40,949 Marquette Avenue,3028,VIC,Australia,7,Recent
60.0,6,3660.4800000000005,3,3,3,333,9,basic,Male,94,1999-09-10,Financial Services,High Net Worth,0,2.0,22.728759866027556,20,9953 Kim Lane,2330,NSW,Australia,4,Evasive
20.0,10,6194.3,2,1,1,211,4,bronze,Female,69,1989-11-13,Manufacturing,Affluent Customer,0,8.0,32.55237020710232,30,158 Lindbergh Crossing,3136,VIC,Australia,9,Very Loyal
132.0,5,4320.42,4,2,1,421,7,basic,Female,74,1969-05-21,Telecommunications,High Net Worth,1,12.0,53.03465252638335,50,72 Ilene Point,2575,NSW,Australia,8,Average
38.0,6,4647.42,2,3,1,231,6,bronze,Male,38,1988-04-08,Telecommunications,Mass Customer,0,21.0,34.15130789918361,30,4081 Lighthouse Bay Alley,4053,QLD,Australia,9,Recent
8.0,6,2293.67,1,3,2,132,6,silver,Female,82,1969-12-13,Health,High Net Worth,0,16.0,52.47064368294372,50,794 Kennedy Court,4740,QLD,Australia,2,Recent
63.0,7,4576.76,3,3,1,331,7,basic,Male,40,1959-10-03,Financial Services,High Net Worth,1,19.0,62.66660937696892,60,3981 Karstens Place,2570,NSW,Australia,8,Average
18.0,5,2399.5600000000004,1,2,2,122,5,silver,Male,34,1978-05-30,IT,Mass Customer,0,14.0,44.010511031349225,40,88039 Melody Lane,3088,VIC,Australia,9,Becoming Loyal
14.0,10,6752.63,1,1,1,111,3,gold,Male,94,1975-09-22,Financial Services,Affluent Customer,0,18.0,46.69639780520495,50,0 Waubesa Alley,2265,NSW,Australia,6,Platinum
80.0,8,2341.58,3,1,2,312,6,basic,Female,31,1979-01-29,Financial Services,Mass Customer,0,11.0,43.342461721644035,40,831 Prairieview Trail,4405,QLD,Australia,1,Recent
23.0,5,5155.91,2,2,1,221,5,bronze,Male,29,1971-11-11,Health,High Net Worth,1,6.0,50.55958459206574,50,884 Surrey Pass,3912,VIC,Australia,7,Becoming Loyal
3.0,4,3249.41,1,4,3,143,8,silver,Male,91,1970-03-19,Financial Services,High Net Worth,1,13.0,52.20780461027282,50,60424 Bultman Terrace,2120,NSW,Australia,10,High Risk
64.0,2,892.5,3,4,4,344,11,basic,Female,2,1992-07-10,IT,Affluent Customer,1,4.0,29.896600410323465,30,882 Merry Trail,4701,QLD,Australia,4,Inactive
12.0,3,2077.2999999999997,1,4,2,142,7,silver,Female,41,1985-11-24,Property,Mass Customer,1,18.0,36.522335367235655,40,47878 Pond Park,4133,QLD,Australia,3,Average
2.0,8,5263.13,1,1,1,111,3,gold,Female,14,1965-04-13,Health,High Net Worth,1,18.0,57.13877512985912,60,7 Porter Parkway,2261,NSW,Australia,8,Platinum
26.0,7,2990.3599999999997,2,3,3,233,8,bronze,Male,29,1973-07-31,Manufacturing,High Net Worth,0,14.0,48.84017899167696,50,984 Waubesa Pass,4034,QLD,Australia,6,High Risk
6.0,9,4790.82,1,1,1,111,3,gold,Male,98,1973-12-28,Property,Affluent Customer,1,12.0,48.42949294062868,50,91933 Artisan Avenue,2753,NSW,Australia,9,Platinum
2.0,4,3696.4300000000003,1,4,3,143,8,silver,Female,64,1993-05-17,Financial Services,Mass Customer,1,6.0,29.045111331150043,30,624 Atwood Circle,2164,NSW,Australia,8,High Risk
33.0,4,2989.6400000000003,2,4,3,243,9,bronze,Female,91,1972-01-06,Manufacturing,Affluent Customer,0,17.0,50.40626179967438,50,15 Mcguire Junction,4128,QLD,Australia,6,Evasive
14.0,6,2997.5600000000004,1,3,3,133,7,silver,Male,78,1954-11-29,Argiculture,High Net Worth,0,19.0,67.50996687233159,70,21 South Avenue,2076,NSW,Australia,11,Average
47.0,2,1168.94,3,4,4,344,11,basic,Male,17,1975-08-31,Health,Mass Customer,1,17.0,46.756631759358704,50,4 Macpherson Street,3143,VIC,Australia,4,Inactive
105.0,4,4128.629999999999,4,4,1,441,9,basic,Male,81,1979-01-20,Financial Services,Affluent Customer,1,9.0,43.36710288470693,40,5965 Glacier Hill Terrace,3025,VIC,Australia,9,Evasive
24.0,5,2724.75,2,2,2,222,6,bronze,Male,76,1995-06-14,Health,Affluent Customer,0,3.0,26.96977781985275,30,556 Esch Street,2090,NSW,Australia,12,Recent
67.0,4,2795.32,3,4,2,342,9,basic,Female,51,1985-03-01,Financial Services,Mass Customer,0,17.0,37.25609444510858,40,2 Dawn Avenue,4118,QLD,Australia,5,Evasive
2.0,8,4543.18,1,1,1,111,3,gold,Male,80,1997-01-03,Manufacturing,Mass Customer,0,1.0,25.41190873287629,30,35 Harbort Way,2446,NSW,Australia,8,Platinum
89.0,9,4204.3,4,1,1,411,6,basic,Female,35,1989-02-15,Financial Services,Mass Customer,1,22.0,33.294343005996204,30,464 Bonner Place,3012,VIC,Australia,8,Recent
8.0,3,1303.1800000000003,1,4,4,144,9,silver,Male,85,1973-01-27,Health,High Net Worth,1,11.0,49.34669178796983,50,0899 Judy Pass,3072,VIC,Australia,10,Evasive
195.0,6,2289.2099999999996,4,3,2,432,9,basic,Female,36,1993-03-19,Manufacturing,Affluent Customer,0,2.0,29.20664784456236,30,43 Sunbrook Terrace,4160,QLD,Australia,10,Evasive
57.0,6,3900.32,3,3,3,333,9,basic,Male,17,1978-01-30,Retail,High Net Worth,0,18.0,44.339059872187846,40,34 Vidon Way,3037,VIC,Australia,8,Evasive
13.0,6,1710.28,1,3,4,134,8,silver,Female,9,1975-01-27,Financial Services,High Net Worth,0,18.0,47.34801967286822,50,85 Cody Hill,2770,NSW,Australia,8,High Risk
25.0,4,594.06,2,4,4,244,10,bronze,Male,65,1958-03-29,Health,Mass Customer,1,17.0,64.18067195183356,60,8209 Tony Plaza,2810,NSW,Australia,1,Losing
32.0,5,1884.6200000000001,2,2,2,222,6,bronze,Female,66,1974-02-15,Manufacturing,Mass Customer,0,7.0,48.295335497286246,50,65675 Spenser Way,3207,VIC,Australia,12,Recent
13.0,2,1596.3,1,4,4,144,9,silver,Male,31,1976-09-25,Property,Affluent Customer,1,16.0,45.68611011962619,50,042 Saint Paul Parkway,2769,NSW,Australia,10,Evasive
149.0,2,873.1199999999999,4,4,4,444,12,basic,Male,26,1980-10-07,Manufacturing,High Net Worth,0,3.0,41.653173098332125,40,3516 Kensington Lane,2164,NSW,Australia,9,Lost
1.0,8,4253.77,1,1,1,111,3,gold,Female,95,1990-01-01,Property,High Net Worth,1,16.0,32.41821276375988,30,26064 Morningstar Junction,2480,NSW,Australia,2,Platinum
18.0,8,6401.83,1,1,1,111,3,gold,Female,16,1985-02-02,Financial Services,High Net Worth,1,22.0,37.33001793429727,40,7518 Canary Parkway,2145,NSW,Australia,9,Platinum
120.0,5,3126.84,4,2,3,423,9,basic,Female,44,1998-01-20,Financial Services,High Net Worth,0,3.0,24.366028256206683,20,32 Spenser Crossing,2880,NSW,Australia,1,Evasive
81.0,5,3923.57,3,2,3,323,8,basic,Male,16,2000-02-21,Manufacturing,Affluent Customer,0,2.0,22.279743116881438,20,654 Kim Parkway,3175,VIC,Australia,3,High Risk
10.0,4,3917.4700000000003,1,4,3,143,8,silver,Female,21,1965-07-12,Health,High Net Worth,1,5.0,56.89236349923016,60,99000 Petterle Drive,2062,NSW,Australia,9,High Risk
20.0,4,1433.8,2,4,4,244,10,bronze,Female,46,1971-06-22,Manufacturing,Affluent Customer,0,5.0,50.948367387058106,50,549 Longview Terrace,4030,QLD,Australia,9,Losing
43.0,7,4736.45,2,3,1,231,6,bronze,Female,23,1978-11-28,Manufacturing,High Net Worth,0,15.0,43.51221195607732,40,1861 Golf Course Circle,2216,NSW,Australia,8,Recent
60.0,5,5380.68,3,2,1,321,6,basic,Female,87,1982-02-06,IT,Affluent Customer,1,7.0,40.31981238592872,40,27 Mayer Lane,3756,VIC,Australia,7,Recent
98.0,8,4700.15,4,1,1,411,6,basic,Male,59,1976-09-30,Telecommunications,High Net Worth,0,21.0,45.67242058459125,50,47336 Garrison Court,4670,QLD,Australia,1,Recent
76.0,4,2611.75,3,4,2,342,9,basic,Female,50,1964-08-21,Financial Services,High Net Worth,1,4.0,57.78218327650142,60,27 Drewry Road,2102,NSW,Australia,10,Evasive
67.0,8,5253.88,3,1,1,311,5,basic,Female,12,1978-04-11,Property,Mass Customer,1,9.0,44.14466847469166,40,47 Kensington Avenue,2650,NSW,Australia,4,Becoming Loyal
194.0,1,299.27,4,4,4,444,12,basic,Female,44,1959-11-11,Entertainment,Affluent Customer,1,19.0,62.55983100369637,60,9870 Brickson Park Trail,2216,NSW,Australia,8,Lost
137.0,4,2346.1600000000003,4,4,2,442,10,basic,Female,78,1989-03-20,Manufacturing,Mass Customer,1,15.0,33.20399207476559,30,45613 Meadow Valley Center,3976,VIC,Australia,6,Losing
94.0,6,2230.22,4,3,2,432,9,basic,Male,75,1959-09-05,Retail,Affluent Customer,1,8.0,62.743270773164596,60,59694 1st Crossing,4503,QLD,Australia,7,Evasive
146.0,6,7129.610000000001,4,3,1,431,8,basic,Male,9,1986-10-23,Entertainment,Affluent Customer,0,6.0,35.610612333908485,40,124 Fulton Crossing,4680,QLD,Australia,3,High Risk
1.0,9,4281.08,1,1,1,111,3,gold,Female,40,1968-11-05,Manufacturing,Mass Customer,1,19.0,53.57402020676008,50,2800 Dottie Trail,3071,VIC,Australia,10,Platinum
76.0,7,4042.69,3,3,3,333,9,basic,Male,22,1986-10-13,Financial Services,Mass Customer,0,10.0,35.63799140397837,40,4 Mosinee Lane,4165,QLD,Australia,5,Evasive
38.0,6,4268.17,2,3,1,231,6,bronze,Female,86,1980-01-08,Manufacturing,High Net Worth,0,6.0,42.400621711239985,40,0799 Florence Street,2089,NSW,Australia,9,Recent
113.0,6,2495.4300000000003,4,3,2,432,9,basic,Male,96,1977-04-08,Retail,Mass Customer,1,18.0,45.152218253263435,50,13852 Burning Wood Terrace,2199,NSW,Australia,1,Evasive
161.0,2,338.85,4,4,4,444,12,basic,Female,52,1978-01-30,Property,Mass Customer,0,19.0,44.339059872187846,40,735 Eastlawn Place,4160,QLD,Australia,8,Lost
50.0,5,1650.61,3,2,4,324,9,basic,Male,11,1960-12-18,Entertainment,Mass Customer,0,6.0,61.45645447988,60,6 Sauthoff Court,2144,NSW,Australia,9,Evasive
47.0,6,2672.77,3,3,2,332,8,basic,Female,64,1971-06-26,Health,Mass Customer,1,15.0,50.93741575903015,50,32705 Shelley Junction,3172,VIC,Australia,8,High Risk
52.0,5,2584.9500000000003,3,2,2,322,7,basic,Male,35,1998-01-14,Financial Services,Mass Customer,0,4.0,24.382455698248613,20,0 Delladonna Parkway,3189,VIC,Australia,10,Average
53.0,4,1779.26,3,4,4,344,11,basic,Male,49,1974-05-09,Financial Services,High Net Worth,1,10.0,48.068089215706195,50,79291 3rd Circle,2760,NSW,Australia,8,Inactive
68.0,7,3328.5099999999993,3,3,3,333,9,basic,Female,12,1973-08-16,Financial Services,Mass Customer,1,18.0,48.796372479565136,50,63 School Plaza,2145,NSW,Australia,9,Evasive
58.0,6,3071.34,3,3,3,333,9,basic,Female,78,1984-11-09,Property,Mass Customer,0,16.0,37.562740029891295,40,47204 Rigney Street,2770,NSW,Australia,6,Evasive
144.0,6,1539.6000000000001,4,3,4,434,11,basic,Female,31,1997-07-11,Entertainment,Mass Customer,0,1.0,24.894444308555464,20,9732 Swallow Way,2750,NSW,Australia,8,Inactive
2.0,3,1863.53,1,4,2,142,7,silver,Male,83,1974-11-16,Financial Services,Mass Customer,1,17.0,47.54514897737139,50,80 Cordelia Street,4061,QLD,Australia,5,Average
117.0,5,5712.51,4,2,1,421,7,basic,Male,80,1979-02-28,Financial Services,Mass Customer,0,18.0,43.260324511434376,40,88175 Center Road,2283,NSW,Australia,4,Average
28.0,6,4828.540000000001,2,3,1,231,6,bronze,Male,27,1963-04-27,Manufacturing,Affluent Customer,0,6.0,59.10185445386988,60,5 Muir Circle,2030,NSW,Australia,12,Recent
34.0,6,1251.33,2,3,4,234,9,bronze,Female,21,1970-02-10,Health,High Net Worth,0,10.0,52.309107169531394,50,6 Tennyson Place,2138,NSW,Australia,9,Evasive
29.0,4,5407.15,2,4,1,241,7,bronze,Male,6,1979-01-05,Health,Affluent Customer,1,13.0,43.40817148981176,40,698 Lunder Point,2016,NSW,Australia,10,Average
157.0,4,2250.33,4,4,2,442,10,basic,Female,27,1976-09-21,IT,Mass Customer,1,22.0,45.697061747654146,50,5 Dixon Junction,2340,NSW,Australia,2,Losing
81.0,5,2884.7200000000003,3,2,3,323,8,basic,Male,32,1962-09-21,Argiculture,High Net Worth,0,11.0,59.698718181393374,60,5890 Comanche Trail,3429,VIC,Australia,6,High Risk
58.0,4,3173.95,3,4,3,343,10,basic,Male,23,1985-11-01,Health,Mass Customer,0,13.0,36.585307228396395,40,6621 Carberry Crossing,3083,VIC,Australia,8,Losing
28.0,3,2088.0899999999997,2,4,2,242,8,bronze,Female,79,1962-11-09,Property,High Net Worth,1,12.0,59.56456073805094,60,322 Scott Plaza,2170,NSW,Australia,5,High Risk
98.0,5,2762.1800000000003,4,2,2,422,8,basic,Male,35,1977-10-08,Health,Mass Customer,0,9.0,44.65118127098454,40,15811 La Follette Park,2770,NSW,Australia,7,High Risk
77.0,4,451.6000000000001,3,4,4,344,11,basic,Female,20,1954-03-18,Retail,Mass Customer,0,12.0,68.21087106612065,70,67143 Bluejay Court,4214,QLD,Australia,8,Inactive
36.0,7,3631.27,2,3,3,233,8,bronze,Male,15,1960-08-20,Manufacturing,Mass Customer,0,17.0,61.78500332071862,60,966 Emmet Trail,3015,VIC,Australia,10,High Risk
51.0,8,1765.32,3,1,4,314,8,basic,Male,99,1974-07-17,IT,Mass Customer,1,8.0,47.87917363222399,50,9582 Fremont Center,2032,NSW,Australia,11,High Risk
17.0,8,4766.82,1,1,1,111,3,gold,Male,47,1967-04-23,Entertainment,High Net Worth,1,16.0,55.11272394468762,60,3 Declaration Circle,4350,QLD,Australia,7,Platinum
8.0,14,6513.300000000001,1,1,1,111,3,gold,Female,61,1972-02-07,Manufacturing,Mass Customer,1,7.0,50.31864877545075,50,8142 Tomscot Drive,4132,QLD,Australia,4,Platinum
37.0,11,7123.0,2,1,1,211,4,bronze,Male,49,1971-12-05,Health,Mass Customer,0,11.0,50.49387482389801,50,396 Sachs Road,2147,NSW,Australia,8,Very Loyal
136.0,7,5144.359999999999,4,3,1,431,8,basic,Female,40,1963-10-15,Property,Mass Customer,0,19.0,58.63367235567485,60,1 Melby Way,2527,NSW,Australia,7,High Risk
154.0,3,1956.3899999999999,4,4,2,442,10,basic,Female,61,1963-03-18,Health,High Net Worth,0,5.0,59.21137073414942,60,53221 Namekagon Parkway,2557,NSW,Australia,9,Losing
63.0,7,5644.17,3,3,1,331,7,basic,Female,52,1997-12-27,Health,Mass Customer,0,2.0,24.431738024374404,20,6 Dovetail Circle,2200,NSW,Australia,9,Average
40.0,10,4914.08,2,1,1,211,4,bronze,Male,43,1998-02-25,Financial Services,High Net Worth,0,4.0,24.267463603955097,20,63123 Merry Alley,4500,QLD,Australia,8,Very Loyal
