recency,frequency,monetary_value,r_score,f_score,m_score,rfm_class,total_score,customer_title,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_class,address,postcode,state,country,property_valuation,customer_segment
10.0,5,3763.9199999999996,1,2,3,123,6,silver,Female,46,1970-10-27,Financial Services,Affluent Customer,1,19.0,51.59998925472137,50,0 Carey Drive,4110,QLD,Australia,4,Recent
14.0,5,3975.17,1,2,3,123,6,silver,Female,16,1968-01-22,Health,Mass Customer,1,11.0,54.362537424772775,50,82 Vermont Street,2021,NSW,Australia,12,Recent
16.0,5,3095.3699999999994,1,2,3,123,6,silver,Female,23,1979-09-09,Financial Services,Mass Customer,1,11.0,42.731908459085595,40,9 Huxley Circle,3191,VIC,Australia,11,Recent
12.0,5,4015.0200000000004,1,2,3,123,6,silver,Male,59,1965-05-09,Manufacturing,Affluent Customer,1,7.0,57.06758954767742,60,4 Ilene Street,2145,NSW,Australia,7,Recent
11.0,5,3128.27,1,2,3,123,6,silver,Male,34,1997-08-12,Health,Mass Customer,1,4.0,24.80683128433183,20,92427 Norway Maple Street,3000,VIC,Australia,6,Recent
1.0,5,3257.52,1,2,3,123,6,silver,Male,34,1981-12-10,Manufacturing,Affluent Customer,1,10.0,40.478610992334055,40,2 Jackson Way,4210,QLD,Australia,4,Recent
16.0,5,3498.63,1,2,3,123,6,silver,Female,10,1968-07-24,Health,Mass Customer,0,12.0,53.85876253548689,50,8717 Mandrake Place,4214,QLD,Australia,8,Recent
2.0,5,2910.87,1,2,3,123,6,silver,Male,95,1996-02-02,Health,Mass Customer,1,5.0,26.33184548722443,30,50 7th Circle,4305,QLD,Australia,1,Recent
10.0,5,3066.68,1,2,3,123,6,silver,Male,60,1997-01-14,Health,Mass Customer,1,2.0,25.38179175579942,30,24 Old Shore Crossing,2250,NSW,Australia,7,Recent
2.0,5,3092.1200000000003,1,2,3,123,6,silver,Male,77,1985-11-16,Financial Services,Affluent Customer,1,16.0,36.54423862329157,40,4362 Morningstar Place,4869,QLD,Australia,2,Recent
13.0,5,3955.17,1,2,3,123,6,silver,Male,79,1982-07-03,IT,Affluent Customer,0,7.0,39.917340055901406,40,5468 Moose Lane,2445,NSW,Australia,7,Recent
18.0,5,3258.95,1,2,3,123,6,silver,Female,96,1974-08-29,Manufacturing,Mass Customer,1,14.0,47.76144363092348,50,2 Portage Avenue,2170,NSW,Australia,9,Recent
5.0,5,3977.45,1,2,3,123,6,silver,Female,84,1998-08-02,Health,Mass Customer,1,1.0,23.83487429685091,20,236 Fremont Alley,2156,NSW,Australia,12,Recent
5.0,5,713.22,1,2,4,124,7,silver,Male,98,1975-01-03,Property,Affluent Customer,1,13.0,47.41372944103594,50,39677 Emmet Terrace,2211,NSW,Australia,10,Average
5.0,5,1420.68,1,2,4,124,7,silver,Male,11,1963-04-24,Manufacturing,High Net Worth,0,17.0,59.11006817489085,60,53141 Merrick Street,2064,NSW,Australia,12,Average
14.0,5,1437.7199999999998,1,2,4,124,7,silver,Female,16,1976-07-10,Retail,Mass Customer,0,15.0,45.896928959164306,50,1949 Pepper Wood Pass,3168,VIC,Australia,6,Average
16.0,5,819.2600000000001,1,2,4,124,7,silver,Female,66,1964-08-09,Financial Services,Affluent Customer,1,15.0,57.81503816058528,60,3169 Old Gate Point,2211,NSW,Australia,9,Average
16.0,5,1742.1300000000003,1,2,4,124,7,silver,Male,68,1997-03-28,Manufacturing,Mass Customer,1,2.0,25.181924544289256,30,837 Elmside Center,2761,NSW,Australia,8,Average
3.0,5,546.6799999999997,1,2,4,124,7,silver,Male,73,1978-03-25,IT,High Net Worth,0,4.0,44.19121289381047,40,11474 Westend Hill,3752,VIC,Australia,8,Average
5.0,5,1367.3799999999999,1,2,4,124,7,silver,Female,88,1978-01-05,Financial Services,High Net Worth,1,13.0,44.40750754736256,40,8303 Mallard Center,2234,NSW,Australia,11,Average
2.0,5,848.7399999999999,1,2,4,124,7,silver,Female,67,1962-09-18,Financial Services,Mass Customer,0,9.0,59.70693190241434,60,4365 Basil Junction,2539,NSW,Australia,7,Average
1.0,5,1681.02,1,2,4,124,7,silver,Female,39,1988-01-22,Retail,Mass Customer,1,15.0,34.36212673872172,30,5 Algoma Point,3809,VIC,Australia,5,Average
11.0,5,263.5399999999999,1,2,4,124,7,silver,Female,23,1974-12-07,Financial Services,Mass Customer,1,10.0,47.487652930224634,50,41759 Crowley Circle,2560,NSW,Australia,8,Average
5.0,5,1345.7500000000002,1,2,4,124,7,silver,Male,73,1980-07-30,Argiculture,High Net Worth,1,8.0,41.84208868181433,40,9525 Johnson Place,3190,VIC,Australia,8,Average
7.0,5,541.1299999999999,1,2,4,124,7,silver,Female,53,1975-09-02,Manufacturing,Mass Customer,0,15.0,46.75115594534472,50,0 Corben Court,3121,VIC,Australia,11,Average
18.0,5,1642.58,1,2,4,124,7,silver,Female,24,1992-05-03,Manufacturing,High Net Worth,0,9.0,30.082778086798687,30,6759 Nevada Point,2323,NSW,Australia,6,Average
8.0,5,1252.4600000000005,1,2,4,124,7,silver,Female,50,1998-03-17,Health,High Net Worth,1,1.0,24.212705463815325,20,65 Sunbrook Road,2284,NSW,Australia,4,Average
15.0,5,1478.67,1,2,4,124,7,silver,Male,60,1962-05-16,Manufacturing,Mass Customer,1,10.0,60.0491702782879,60,40545 Forster Point,2262,NSW,Australia,7,Average
11.0,5,1481.12,1,2,4,124,7,silver,Male,71,1964-01-13,Argiculture,Mass Customer,1,11.0,58.387260725045884,60,2 Gina Junction,2085,NSW,Australia,11,Average
18.0,5,899.9700000000001,1,2,4,124,7,silver,Male,69,1976-06-05,Manufacturing,Mass Customer,0,20.0,45.99275570440891,50,356 Petterle Way,2193,NSW,Australia,9,Average
1.0,5,912.9400000000002,1,2,4,124,7,silver,Female,87,1980-08-31,Retail,Affluent Customer,0,12.0,41.754475657590696,40,03 6th Alley,2168,NSW,Australia,9,Average
17.0,5,1191.29,1,2,4,124,7,silver,Female,82,1997-05-11,Health,Mass Customer,1,1.0,25.061456635981763,30,77248 Columbus Drive,2340,NSW,Australia,7,Average
0.0,5,1728.6599999999999,1,2,4,124,7,silver,Female,16,1975-05-07,Health,High Net Worth,1,21.0,47.074228972169365,50,5130 Manley Court,2287,NSW,Australia,7,Average
14.0,6,5887.66,1,3,1,131,5,silver,Male,72,1988-04-12,Financial Services,Mass Customer,0,3.0,34.14035627115565,30,11 Manufacturers Junction,2170,NSW,Australia,8,Becoming Loyal
3.0,7,4500.3,1,3,1,131,5,silver,Male,38,1973-05-22,Manufacturing,Mass Customer,0,16.0,49.03183248216615,50,5913 Ramsey Road,2478,NSW,Australia,10,Becoming Loyal
1.0,7,6051.87,1,3,1,131,5,silver,Male,46,1974-08-21,Financial Services,Mass Customer,0,14.0,47.783346886979395,50,10 Hazelcrest Street,4413,QLD,Australia,5,Becoming Loyal
5.0,6,4704.92,1,3,1,131,5,silver,Male,66,1966-10-30,Financial Services,Mass Customer,1,19.0,55.59185767091061,60,3242 Arizona Junction,4101,QLD,Australia,10,Becoming Loyal
6.0,7,4375.9800000000005,1,3,1,131,5,silver,Female,61,1966-08-26,Health,Mass Customer,0,7.0,55.769821626364866,60,186 Shasta Avenue,2066,NSW,Australia,9,Becoming Loyal
4.0,6,5417.83,1,3,1,131,5,silver,Male,57,1988-06-22,Financial Services,Mass Customer,1,13.0,33.94596487365947,30,9 Michigan Terrace,2145,NSW,Australia,8,Becoming Loyal
2.0,6,5387.05,1,3,1,131,5,silver,Male,40,1981-12-14,Retail,Mass Customer,0,11.0,40.4676593643061,40,1038 Hayes Point,2021,NSW,Australia,7,Becoming Loyal
10.0,7,4495.52,1,3,1,131,5,silver,Male,51,1987-04-15,Manufacturing,Mass Customer,0,17.0,35.13421651469248,40,70262 Hermina Court,3690,VIC,Australia,2,Becoming Loyal
8.0,7,4744.19,1,3,1,131,5,silver,Female,0,1985-02-13,Financial Services,Mass Customer,1,18.0,37.299900957220395,40,06 Corry Pass,2450,NSW,Australia,9,Becoming Loyal
17.0,6,5378.6,1,3,1,131,5,silver,Male,38,1967-02-09,Argiculture,High Net Worth,0,11.0,55.31259115619779,60,40 Rigney Street,2200,NSW,Australia,8,Becoming Loyal
13.0,7,5409.120000000001,1,3,1,131,5,silver,Male,99,1992-11-20,Financial Services,Affluent Customer,1,7.0,29.532458778393995,30,83012 Dapin Lane,4300,QLD,Australia,4,Becoming Loyal
5.0,7,6417.0599999999995,1,3,1,131,5,silver,Female,41,1975-11-06,Health,Mass Customer,1,18.0,46.57319198989047,50,01209 Southridge Hill,2216,NSW,Australia,8,Becoming Loyal
7.0,6,4622.41,1,3,1,131,5,silver,Female,71,1964-06-10,Health,Mass Customer,1,16.0,57.97931258100459,60,601 Dryden Way,2264,NSW,Australia,7,Becoming Loyal
5.0,6,4314.89,1,3,1,131,5,silver,Female,89,1968-10-07,Health,Mass Customer,0,13.0,53.65341950996275,50,63588 Clove Court,2017,NSW,Australia,9,Becoming Loyal
5.0,6,5135.0,1,3,1,131,5,silver,Male,31,1980-05-20,IT,Mass Customer,0,21.0,42.036480079310515,40,682 Claremont Circle,4350,QLD,Australia,6,Becoming Loyal
6.0,7,5583.33,1,3,1,131,5,silver,Female,53,1976-09-25,Financial Services,Mass Customer,1,13.0,45.68611011962619,50,57 Village Green Center,2077,NSW,Australia,10,Becoming Loyal
0.0,7,4539.95,1,3,1,131,5,silver,Male,96,1964-01-12,IT,Mass Customer,1,19.0,58.38999863205287,60,398 Butternut Place,3027,VIC,Australia,7,Becoming Loyal
2.0,7,5457.09,1,3,1,131,5,silver,Female,82,1970-04-05,Property,Mass Customer,1,13.0,52.161260191154014,50,31168 Messerschmidt Street,3024,VIC,Australia,5,Becoming Loyal
9.0,6,5001.0,1,3,1,131,5,silver,Male,39,1976-09-29,Financial Services,High Net Worth,0,6.0,45.67515849159824,50,26 Randy Road,2642,NSW,Australia,2,Becoming Loyal
15.0,6,4304.11,1,3,1,131,5,silver,Female,79,1954-05-10,Manufacturing,High Net Worth,0,9.0,68.06576199475026,70,7 Pankratz Point,3011,VIC,Australia,8,Becoming Loyal
17.0,7,5961.25,1,3,1,131,5,silver,Male,73,1996-12-12,Health,High Net Worth,1,5.0,25.47214268703004,30,4439 7th Terrace,2177,NSW,Australia,9,Becoming Loyal
1.0,7,4892.17,1,3,1,131,5,silver,Female,77,1994-09-08,Property,Mass Customer,1,5.0,27.733653874802545,30,6 North Court,3862,VIC,Australia,7,Becoming Loyal
8.0,7,4805.02,1,3,1,131,5,silver,Male,19,1980-06-19,Health,Mass Customer,1,4.0,41.954342869100856,40,5 Iowa Road,2154,NSW,Australia,11,Becoming Loyal
7.0,7,4982.410000000001,1,3,1,131,5,silver,Female,58,1978-04-30,Manufacturing,High Net Worth,1,10.0,44.092648241558884,40,470 Bunting Center,2447,NSW,Australia,3,Becoming Loyal
14.0,7,5300.04,1,3,1,131,5,silver,Male,6,1993-06-15,Financial Services,Mass Customer,0,9.0,28.965712027947376,30,43898 Prentice Court,3025,VIC,Australia,9,Becoming Loyal
16.0,6,5006.9800000000005,1,3,1,131,5,silver,Female,99,1959-10-04,Manufacturing,Affluent Customer,1,15.0,62.66387146996193,60,2807 Northwestern Pass,3182,VIC,Australia,8,Becoming Loyal
4.0,7,7756.789999999999,1,3,1,131,5,silver,Female,73,1964-04-20,Manufacturing,High Net Worth,1,5.0,58.11894583836101,60,6 Ryan Drive,2165,NSW,Australia,10,Becoming Loyal
0.0,7,5283.910000000001,1,3,1,131,5,silver,Female,11,1997-12-14,Manufacturing,High Net Worth,0,3.0,24.467330815465257,20,6804 Red Cloud Parkway,2099,NSW,Australia,9,Becoming Loyal
18.0,7,5805.92,1,3,1,131,5,silver,Male,71,1957-01-04,Retail,Mass Customer,1,9.0,65.4099921979714,70,3 Independence Hill,2560,NSW,Australia,9,Becoming Loyal
5.0,6,4941.179999999999,1,3,1,131,5,silver,Male,7,1978-05-28,Financial Services,Affluent Customer,1,11.0,44.0159868453632,40,896 Helena Parkway,4551,QLD,Australia,7,Becoming Loyal
0.0,6,4865.490000000001,1,3,1,131,5,silver,Male,2,1976-11-21,Retail,High Net Worth,1,13.0,45.53004942022785,50,79427 Hudson Trail,3677,VIC,Australia,1,Becoming Loyal
5.0,6,4920.88,1,3,1,131,5,silver,Female,38,1979-07-06,IT,Mass Customer,1,22.0,42.90987241453985,40,41 Schurz Center,2749,NSW,Australia,8,Becoming Loyal
11.0,6,4503.349999999999,1,3,1,131,5,silver,Female,4,1976-12-28,Manufacturing,Mass Customer,1,17.0,45.42874686096928,50,52425 Prairie Rose Road,4500,QLD,Australia,6,Becoming Loyal
4.0,7,6447.150000000001,1,3,1,131,5,silver,Female,33,1956-10-21,Manufacturing,Mass Customer,1,5.0,65.61533522349553,70,311 Emmet Point,4211,QLD,Australia,7,Becoming Loyal
11.0,7,4458.72,1,3,1,131,5,silver,Male,36,1971-08-31,Health,High Net Worth,0,10.0,50.75671389656891,50,1 Sloan Avenue,2176,NSW,Australia,10,Becoming Loyal
9.0,7,4548.3099999999995,1,3,1,131,5,silver,Male,46,1965-01-16,Manufacturing,Mass Customer,1,14.0,57.376973039467124,60,60320 Emmet Road,4806,QLD,Australia,4,Becoming Loyal
16.0,7,6165.099999999999,1,3,1,131,5,silver,Male,60,1978-04-14,Health,High Net Worth,1,11.0,44.1364547536707,40,7317 Huxley Alley,2112,NSW,Australia,8,Becoming Loyal
0.0,7,4689.76,1,3,1,131,5,silver,Male,76,1996-01-22,Manufacturing,Mass Customer,0,6.0,26.361962464301303,30,4 Eastlawn Crossing,2036,NSW,Australia,12,Becoming Loyal
12.0,6,4600.24,1,3,1,131,5,silver,Male,84,2001-01-22,Financial Services,High Net Worth,1,2.0,21.359806362533302,20,77 Nova Junction,3218,VIC,Australia,8,Becoming Loyal
16.0,6,4154.02,1,3,1,131,5,silver,Female,47,1985-12-27,Manufacturing,High Net Worth,0,15.0,36.43198443600504,40,256 Fordem Street,2119,NSW,Australia,11,Becoming Loyal
11.0,6,6738.66,1,3,1,131,5,silver,Male,83,1989-07-08,Health,Mass Customer,1,4.0,32.90282230399685,30,78000 Arrowood Center,2775,NSW,Australia,9,Becoming Loyal
10.0,6,4352.37,1,3,1,131,5,silver,Male,64,1972-04-27,Argiculture,Mass Customer,0,15.0,50.09961621489167,50,0917 Golf View Parkway,4217,QLD,Australia,1,Becoming Loyal
7.0,7,4753.51,1,3,1,131,5,silver,Male,59,1986-02-09,Property,Mass Customer,0,22.0,36.31151652769754,40,72 Shasta Plaza,4152,QLD,Australia,4,Becoming Loyal
12.0,6,4881.55,1,3,1,131,5,silver,Female,36,1978-06-18,Property,Affluent Customer,1,7.0,43.958490798216445,40,3831 Paget Road,3163,VIC,Australia,6,Becoming Loyal
0.0,6,4320.299999999999,1,3,1,131,5,silver,Male,62,1981-11-26,Property,Mass Customer,0,7.0,40.51694169043189,40,0 Thackeray Avenue,2100,NSW,Australia,10,Becoming Loyal
7.0,6,4580.35,1,3,1,131,5,silver,Male,98,1977-05-19,Retail,Mass Customer,1,7.0,45.0399640659769,50,44 Bunting Parkway,2106,NSW,Australia,10,Becoming Loyal
10.0,7,4781.580000000001,1,3,1,131,5,silver,Male,31,1969-02-18,Health,Mass Customer,1,12.0,53.28653997102629,50,6278 Old Shore Parkway,2250,NSW,Australia,9,Becoming Loyal
2.0,6,4423.8,1,3,1,131,5,silver,Female,12,1998-12-26,Entertainment,Mass Customer,0,4.0,23.43513987383059,20,50851 Vahlen Avenue,2567,NSW,Australia,7,Becoming Loyal
14.0,6,9458.169999999998,1,3,1,131,5,silver,Female,82,1988-03-04,Retail,Mass Customer,1,7.0,34.24713464442821,30,93583 Moland Way,2066,NSW,Australia,12,Becoming Loyal
0.0,7,5351.58,1,3,1,131,5,silver,Male,19,1981-09-02,IT,Mass Customer,1,6.0,40.74966378602591,40,27 Farmco Pass,3806,VIC,Australia,8,Becoming Loyal
13.0,7,4578.9,1,3,1,131,5,silver,Male,98,1985-04-30,Manufacturing,High Net Worth,0,12.0,37.09182002468927,40,717 Oakridge Way,2117,NSW,Australia,8,Becoming Loyal
13.0,6,5271.75,1,3,1,131,5,silver,Male,81,1992-01-22,Financial Services,Mass Customer,1,8.0,30.362044601511514,30,1823 Judy Center,3165,VIC,Australia,10,Becoming Loyal
0.0,7,9633.409999999998,1,3,1,131,5,silver,Female,34,1958-11-14,Manufacturing,Mass Customer,0,6.0,63.55095334022621,60,43 Upham Crossing,3143,VIC,Australia,9,Becoming Loyal
11.0,7,6764.67,1,3,1,131,5,silver,Male,16,1965-11-12,Health,Mass Customer,1,19.0,56.55560093737057,60,31369 Meadow Valley Road,4034,QLD,Australia,5,Becoming Loyal
12.0,7,5453.86,1,3,1,131,5,silver,Female,93,1997-07-06,Financial Services,Mass Customer,0,2.0,24.908133843590406,20,1 Nova Avenue,2200,NSW,Australia,9,Becoming Loyal
16.0,7,5147.26,1,3,1,131,5,silver,Male,0,1980-08-16,Health,Mass Customer,0,12.0,41.79554426269552,40,8 Kinsman Alley,4304,QLD,Australia,2,Becoming Loyal
14.0,7,5027.370000000001,1,3,1,131,5,silver,Female,34,1981-01-26,Manufacturing,Affluent Customer,0,17.0,41.3492654205564,40,7526 Artisan Parkway,4223,QLD,Australia,8,Becoming Loyal
10.0,6,4916.08,1,3,1,131,5,silver,Male,88,1965-10-14,Health,Mass Customer,0,12.0,56.635000240573234,60,146 Dakota Pass,4017,QLD,Australia,7,Becoming Loyal
0.0,7,5665.410000000001,1,3,1,131,5,silver,Male,36,1965-01-31,Manufacturing,Mass Customer,1,13.0,57.33590443436229,60,34457 Springview Street,2759,NSW,Australia,9,Becoming Loyal
14.0,7,4657.990000000001,1,3,1,131,5,silver,Female,44,1962-02-04,Financial Services,High Net Worth,0,11.0,60.325698885993745,60,84 Stuart Lane,3146,VIC,Australia,11,Becoming Loyal
6.0,6,5665.789999999999,1,3,1,131,5,silver,Female,43,1978-06-04,Health,Mass Customer,1,18.0,43.99682149631428,40,142 Cambridge Place,2761,NSW,Australia,8,Becoming Loyal
2.0,6,6234.870000000001,1,3,1,131,5,silver,Male,56,1975-03-22,Health,Mass Customer,1,12.0,47.20017269449084,50,8 Roxbury Way,3031,VIC,Australia,8,Becoming Loyal
17.0,6,4574.1,1,3,1,131,5,silver,Male,73,1991-03-17,Retail,High Net Worth,0,12.0,31.21353368068494,30,9 Dayton Alley,3757,VIC,Australia,7,Becoming Loyal
7.0,7,6294.38,1,3,1,131,5,silver,Female,47,1974-07-29,Financial Services,Mass Customer,0,15.0,47.84631874814013,50,572 Spohn Drive,3046,VIC,Australia,8,Becoming Loyal
6.0,7,2017.1799999999998,1,3,2,132,6,silver,Female,41,1978-04-23,Manufacturing,Mass Customer,0,17.0,44.1118135906078,40,1 Farwell Center,2199,NSW,Australia,9,Recent
7.0,6,2626.74,1,3,2,132,6,silver,Female,3,1977-11-19,Manufacturing,Mass Customer,0,12.0,44.536189176691025,40,58 Parkside Hill,2117,NSW,Australia,12,Recent
2.0,6,2372.09,1,3,2,132,6,silver,Male,80,1989-09-05,Manufacturing,Affluent Customer,1,9.0,32.74128579058453,30,71801 Grover Point,2166,NSW,Australia,10,Recent
4.0,6,1800.72,1,3,2,132,6,silver,Male,25,2000-03-08,Manufacturing,High Net Worth,1,3.0,22.235936604769623,20,8 Village Street,4825,QLD,Australia,5,Recent
2.0,7,2637.4699999999993,1,3,2,132,6,silver,Male,34,1977-09-06,Health,Mass Customer,1,15.0,44.73879429520817,40,8595 Ruskin Plaza,3196,VIC,Australia,10,Recent
14.0,7,2584.6899999999996,1,3,2,132,6,silver,Male,65,1978-03-16,Argiculture,High Net Worth,0,8.0,44.21585405687337,40,3 Lukken Road,2066,NSW,Australia,12,Recent
11.0,7,2568.97,1,3,2,132,6,silver,Female,82,1959-12-31,Retail,Mass Customer,0,8.0,62.42293565334694,60,22669 Lien Center,2565,NSW,Australia,6,Recent
8.0,6,2293.67,1,3,2,132,6,silver,Female,82,1969-12-13,Health,High Net Worth,0,16.0,52.47064368294372,50,794 Kennedy Court,4740,QLD,Australia,2,Recent
14.0,6,2455.93,1,3,2,132,6,silver,Female,0,1981-09-09,Manufacturing,Mass Customer,0,11.0,40.730498436976994,40,34 Kim Center,2036,NSW,Australia,11,Recent
15.0,7,2338.4500000000003,1,3,2,132,6,silver,Male,68,1959-08-19,Property,High Net Worth,0,19.0,62.7898151922834,60,81 Forest Dale Center,3555,VIC,Australia,3,Recent
10.0,6,2632.16,1,3,2,132,6,silver,Female,73,1985-08-20,Property,Mass Customer,1,3.0,36.785174439906555,40,590 Hayes Court,2027,NSW,Australia,11,Recent
11.0,6,2323.16,1,3,2,132,6,silver,Female,89,1999-05-10,Manufacturing,Mass Customer,0,2.0,23.06552242788714,20,21 2nd Pass,2566,NSW,Australia,8,Recent
18.0,6,2795.77,1,3,2,132,6,silver,Female,44,1974-11-24,Financial Services,Affluent Customer,1,16.0,47.52324572131548,50,62 Northport Lane,2049,NSW,Australia,10,Recent
18.0,6,2137.4499999999994,1,3,2,132,6,silver,Female,45,2001-05-19,Manufacturing,Mass Customer,0,1.0,21.039471242715646,20,156 Lakeland Way,4035,QLD,Australia,9,Recent
12.0,6,2339.14,1,3,2,132,6,silver,Male,18,1989-07-21,Retail,Affluent Customer,1,10.0,32.867229512906,30,66834 Melby Way,2160,NSW,Australia,9,Recent
8.0,7,2314.6000000000004,1,3,2,132,6,silver,Male,80,1990-08-19,Manufacturing,Mass Customer,1,2.0,31.788494152152527,30,87746 Bellgrove Park,2211,NSW,Australia,10,Recent
11.0,6,2143.39,1,3,2,132,6,silver,Female,7,1983-11-07,Retail,High Net Worth,0,7.0,38.570289808463066,40,19 Lakewood Gardens Way,2760,NSW,Australia,9,Recent
14.0,7,2243.1000000000004,1,3,2,132,6,silver,Female,63,1957-11-21,Telecommunications,Mass Customer,1,19.0,64.53112404872809,60,0 Warrior Alley,2021,NSW,Australia,10,Recent
4.0,6,1850.9900000000002,1,3,2,132,6,silver,Male,10,1975-11-23,Manufacturing,Affluent Customer,1,14.0,46.526647570771665,50,337 Brentwood Pass,2529,NSW,Australia,8,Recent
14.0,6,1857.27,1,3,2,132,6,silver,Male,65,1976-11-20,Manufacturing,Mass Customer,1,11.0,45.532787327234836,50,37 Banding Avenue,2567,NSW,Australia,9,Recent
16.0,6,2532.4,1,3,2,132,6,silver,Male,27,1970-05-02,Telecommunications,Mass Customer,1,12.0,52.08733670196533,50,64 Quincy Alley,4170,QLD,Australia,9,Recent
3.0,6,2699.9000000000005,1,3,2,132,6,silver,Male,9,1994-05-20,Manufacturing,Mass Customer,0,2.0,28.03756155257827,30,829 Washington Crossing,3186,VIC,Australia,9,Recent
1.0,6,2066.49,1,3,2,132,6,silver,Female,42,1955-09-21,Health,Affluent Customer,1,11.0,66.699546398263,70,8188 Fuller Hill,3175,VIC,Australia,8,Recent
3.0,6,2679.58,1,3,2,132,6,silver,Male,47,1979-12-15,Health,Mass Customer,0,16.0,42.46633147940771,40,3732 Linden Avenue,4820,QLD,Australia,1,Recent
11.0,6,2708.6,1,3,2,132,6,silver,Female,79,1980-06-02,Financial Services,High Net Worth,1,9.0,42.000887288219666,40,681 Transport Pass,4055,QLD,Australia,7,Recent
18.0,6,2289.06,1,3,2,132,6,silver,Female,53,1978-08-02,Financial Services,Affluent Customer,1,7.0,43.83528498290196,40,6 Harper Lane,2150,NSW,Australia,10,Recent
15.0,6,2573.04,1,3,2,132,6,silver,Female,27,1979-12-22,Manufacturing,Mass Customer,0,4.0,42.44716613035879,40,6136 Farragut Plaza,3181,VIC,Australia,6,Recent
11.0,6,2168.41,1,3,2,132,6,silver,Female,6,1999-06-07,Financial Services,High Net Worth,1,3.0,22.988861031691464,20,0250 Onsgard Center,4034,QLD,Australia,7,Recent
7.0,6,2780.7200000000003,1,3,2,132,6,silver,Female,5,1963-07-07,Manufacturing,Mass Customer,1,9.0,58.9074630563737,60,12306 Lawn Street,2145,NSW,Australia,8,Recent
18.0,6,1813.12,1,3,2,132,6,silver,Female,48,1979-08-26,Manufacturing,Mass Customer,1,18.0,42.77023915718343,40,8 Starling Trail,2282,NSW,Australia,8,Recent
5.0,6,2779.58,1,3,2,132,6,silver,Male,10,1977-06-27,Retail,Affluent Customer,1,18.0,44.933185692704356,40,75 Longview Terrace,2640,NSW,Australia,3,Recent
12.0,6,2187.2,1,3,2,132,6,silver,Female,7,1969-06-21,Entertainment,High Net Worth,0,8.0,52.94977740916671,50,3934 Karstens Circle,2650,NSW,Australia,2,Recent
3.0,6,2718.29,1,3,2,132,6,silver,Male,94,1968-01-21,Health,Mass Customer,1,11.0,54.36527533177976,50,59901 Bartelt Terrace,4069,QLD,Australia,9,Recent
12.0,6,1922.1899999999996,1,3,2,132,6,silver,Female,40,1966-12-02,Manufacturing,Mass Customer,1,7.0,55.501506739679996,60,75642 Kinsman Terrace,4014,QLD,Australia,8,Recent
10.0,7,2343.71,1,3,2,132,6,silver,Female,33,1958-03-14,Health,Mass Customer,0,19.0,64.22174055693839,60,7 Arapahoe Pass,3101,VIC,Australia,12,Recent
9.0,7,2586.85,1,3,2,132,6,silver,Male,76,1993-04-19,Financial Services,Mass Customer,0,3.0,29.121772727345718,30,01716 2nd Terrace,3174,VIC,Australia,8,Recent
2.0,7,2609.8600000000006,1,3,2,132,6,silver,Female,36,1991-02-18,Financial Services,Affluent Customer,0,9.0,31.28745716987363,30,23426 Transport Center,2218,NSW,Australia,10,Recent
16.0,6,2326.08,1,3,2,132,6,silver,Female,33,1974-11-27,Entertainment,High Net Worth,1,7.0,47.51503200029452,50,8 Melrose Road,4116,QLD,Australia,7,Recent
5.0,7,2357.35,1,3,2,132,6,silver,Female,19,1960-03-16,Health,Affluent Customer,1,19.0,62.214854720815815,60,6466 Troy Street,2763,NSW,Australia,8,Recent
3.0,7,2424.34,1,3,2,132,6,silver,Female,6,1962-08-16,Manufacturing,Mass Customer,1,7.0,59.797282833644964,60,7875 Fieldstone Pass,4216,QLD,Australia,10,Recent
13.0,7,2789.25,1,3,2,132,6,silver,Male,2,2001-10-06,Financial Services,Mass Customer,0,1.0,20.656164261737253,20,3 Sutteridge Park,4074,QLD,Australia,6,Recent
13.0,7,2525.4300000000003,1,3,2,132,6,silver,Male,4,1985-12-29,Manufacturing,Mass Customer,0,4.0,36.426508621991054,40,6698 Melody Crossing,4556,QLD,Australia,8,Recent
15.0,6,2658.8700000000003,1,3,2,132,6,silver,Female,54,1975-06-22,Property,High Net Worth,1,13.0,46.9482852498479,50,4179 Carioca Terrace,2220,NSW,Australia,11,Recent
2.0,6,2424.53,1,3,2,132,6,silver,Male,91,1981-02-12,Health,Mass Customer,0,3.0,41.3027210014376,40,3 Gina Center,4210,QLD,Australia,7,Recent
8.0,6,2516.35,1,3,2,132,6,silver,Male,51,1974-06-03,Manufacturing,Mass Customer,0,16.0,47.999641540531485,50,44 Upham Crossing,2148,NSW,Australia,7,Recent
16.0,6,2271.9300000000003,1,3,2,132,6,silver,Female,16,1975-04-22,Retail,Mass Customer,1,14.0,47.1152975772742,50,3903 Messerschmidt Park,2164,NSW,Australia,8,Recent
11.0,7,2353.4900000000002,1,3,2,132,6,silver,Female,56,1976-04-13,Manufacturing,Mass Customer,1,14.0,46.1378647757793,50,21780 Service Park,2560,NSW,Australia,7,Recent
11.0,7,2760.2800000000007,1,3,2,132,6,silver,Female,63,1973-06-29,Retail,Mass Customer,0,18.0,48.927792015900586,50,5413 Harbort Terrace,3226,VIC,Australia,7,Recent
14.0,6,2185.44,1,3,2,132,6,silver,Male,14,1956-04-03,Health,Mass Customer,0,17.0,66.16565453190023,70,51 Hollow Ridge Terrace,2768,NSW,Australia,9,Recent
